vmNumber,institutionCode,URL,scientificName,country,stateProvince,verbatimLocality,decimalLatitude,decimalLongitude,eventDate,recordedBy
4728,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4728,Parabuthus granulatus,South Africa,Northern Cape,Brak farm,-30.62189,22.116606,2020-11-14,van Dyk Zenobia
4729,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4729,Uroplectes gracilior,South Africa,Northern Cape,Brak Farm,-30.60923,22.103633,2020-11-11,Tippett RM
4731,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4731,Uroplectes gracilior,South Africa,Northern Cape,Red dunes north of Louievale farm,-30.605,22.093,2020-11-11,Daniel Karis; RM Tippett; LG Underhill; Robyn Kadis; Rick Nuttall
4732,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4732,Parabuthus capensis,South Africa,Northern Cape,Louievale Farm,-30.66427,22.113394,2020-11-14,Tippett RM
4733,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4733,Parabuthus granulatus,South Africa,Northern Cape,Brak Farm,-30.62283,22.119196,2020-11-14,Tippett RM
4734,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4734,Uroplectes gracilior,South Africa,Northern Cape,Brak Farm,-30.62283,22.119196,2020-11-14,Tippett RM
4735,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4735,Parabuthus schlechteri,South Africa,Northern Cape,Brak Farm,-30.62283,22.119196,2020-11-14,Tippett RM
4736,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4736,Parabuthus capensis,South Africa,Northern Cape,Brak Farm,-30.62283,22.119196,2020-11-14,Tippett RM
4737,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4737,Parabuthus capensis,South Africa,Northern Cape,West of Louievale-Brak road,-30.62672,22.099488,2020-11-14,Daniel Karis
4738,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4738,Parabuthus schlechteri,South Africa,Northern Cape,West of Louievale-Brak road,-30.62672,22.099488,2020-11-14,Daniel Karis
4739,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4739,Parabuthus capensis,South Africa,Northern Cape,West of Louievale-Brak road,-30.62672,22.099488,2020-11-14,Daniel Karis
4740,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4740,Parabuthus granulatus,South Africa,Northern Cape,West of Louievale-Brak road,-30.62672,22.099488,2020-11-14,Daniel Karis
4741,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4741,Parabuthus schlechteri,South Africa,Northern Cape,West of Louievale-Brak road,-30.62672,22.099488,2020-11-14,Daniel Karis
4742,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4742,Opistophthalmus crassimanus,South Africa,Northern Cape,Louievale farm,-30.66077,22.128999,2020-11-14,Daniel Karis
4743,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4743,Opistophthalmus crassimanus,South Africa,Northern Cape,Louievale Farm,-30.6607,22.129072,2020-11-14,Tippett RM
4744,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4744,Uroplectes gracilior,South Africa,Northern Cape,Louievale Farm,-30.6607,22.129072,2020-11-14,Tippett RM
4746,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4746,Uroplectes gracilior,South Africa,Northern Cape,North of Carnarvon on the dunes,-30.60845,22.102605,2020-11-11,Kadis R
4828,ADU-UCT,http://vmus.adu.org.za/?vm=scorpionmap-4828,Parabuthus schlechteri,South Africa,Northern Cape,"Karoo Plains, Louievale Farm, 40 km N of Carnarvon, off the R361",-30.65921,22.119627,2020-11-09,Nuttall R
